,DateTime Processor,SunDateTime,Buoy Amirabad Battery Voltage(1),Buoy Amirabad Air Temperature(1),Buoy Amirabad Air Pressure(1),Buoy Amirabad Air Humidity(1),Buoy Amirabad Wind Speed(1),Buoy Amirabad Wind Direction(1),Buoy Amirabad Wind Gust(1),Buoy Amirabad Water Temperature(1),Buoy Amirabad Water Conductivity(1),Buoy Amirabad Hmax(1),Buoy Amirabad Hm0(1),Buoy Amirabad Tz(1),Buoy Amirabad MDIR(1),Buoy Noshahr Battery Voltage(1),Buoy Noshahr Air Temperature(1),Buoy Noshahr Air Pressure(1),Buoy Noshahr Air Humidity(1),Buoy Noshahr Wind Speed(1),Buoy Noshahr Wind Direction(1),Buoy Noshahr Wind Gust(1),Buoy Noshahr Water Temperature(1),Buoy Noshahr Water Conductivity(1),Buoy Noshahr Hmax(1),Buoy Noshahr Hm0(1),Buoy Noshahr Tz(1),Buoy Noshahr MDIR(1)
0,3/20/2015 21:00,1394-01-01 01:30:05,0.489795918,0.171158814,0.240297633,0.721453822,0.078886242,0.941340006,0.096363636,0.005263158,0.826589595,0.034873255,0.076958139,0.052789495,0.938193088,0.44386423,0.213273217,0.874534738,0.927723765,0.110864887,0.441511531,0.107407407,1,0.028571429,0.116526607,0.174545912,0.076986596,0.087034805
1,3/20/2015 22:00,1394-01-01 02:30:09,0.489795918,0.171028354,0.241903015,0.730015487,0.083450216,0.587989992,0.161818182,0.002631579,0.826589595,0.033684169,0.071489636,0.056936964,0.951335946,0.44386423,0.200893098,0.873668259,0.933727822,0.109372281,0.463184218,0.148148148,1,0.028571429,0.101198676,0.189573246,0.09278104,0.077621714
2,3/20/2015 23:00,1394-01-01 03:30:09,0.46122449,0.160282239,0.236908493,0.769474528,0.068941974,0.530442035,0.129090909,0,0.826589595,0.025718101,0.067222647,0.054286442,0.943625084,0.44386423,0.206128969,0.877506197,0.939714159,0.150487615,0.712420117,0.202962963,1,0.028571429,0.101915683,0.197212055,0.094574998,0.069435746
3,3/21/2015 0:00,1394-01-01 04:30:06,0.489795918,0.167539501,0.247789415,0.77722522,0.144481303,0.705865999,0.161818182,0.002631579,0.826589595,0.01909496,0.053628614,0.050746786,0.949816888,0.44386423,0.211335107,0.87705883,0.935051176,0.15752026,0.573770492,0.148148148,1,0.028571429,0.111782378,0.18402179,0.092343444,0.068889036
4,3/21/2015 1:00,1394-01-01 05:30:05,0.489795918,0.170707797,0.259587697,0.775488951,0.212614378,0.617737003,0.204848485,0.002631579,0.832369942,0.021232692,0.056116203,0.049064323,0.966624323,0.44386423,0.217706272,0.87813722,0.922307244,0.11201868,0.613225896,0.107407407,1,0.028571429,0.094119223,0.172719741,0.090759401,0.071278264
5,3/21/2015 2:00,1394-01-01 06:30:11,0.46122449,0.152361499,0.26414902,0.796236654,0.257816269,0.626633306,0.258787879,0.002631579,0.826589595,0.018389971,0.044599212,0.02979626,0.94341895,0.44386423,0.222920519,0.878090129,0.902677018,0.152667002,0.619338705,0.161481481,1,0.028571429,0.090796956,0.168701908,0.093650263,0.070309158
6,3/21/2015 3:00,1394-01-01 07:30:05,0.514285714,0.16156074,0.268328109,0.779452718,0.252198499,0.638865721,0.237575758,0.002631579,0.832369942,0.017110859,0.047034365,0.021967693,0.886341733,0.44386423,0.224961346,0.88045882,0.886223217,0.171200952,0.548207836,0.188888889,1,0.028571429,0.075171186,0.152449483,0.088895247,0.078971844
7,3/21/2015 4:00,1394-01-01 08:30:09,0.563265306,0.160177872,0.290268328,0.776178457,0.276272532,0.704197943,0.26969697,0,0.832369942,0.017935319,0.04827026,0.0238605,0.902025987,0.459530026,0.226742677,0.882742746,0.884091301,0.184469576,0.575437622,0.202962963,1,0.028571429,0.086547432,0.137523593,0.088097521,0.075179138
8,3/21/2015 5:00,1394-01-01 09:30:06,0.616326531,0.200035038,0.299238081,0.753623033,0.250602964,0.691131498,0.237575758,0.002631579,0.832369942,0.020494407,0.048324114,0.025813032,0.904211787,0.459530026,0.223036751,0.880755495,0.882026532,0.224751614,0.494859683,0.22962963,1,0.028571429,0.063278494,0.113394551,0.084292324,0.077327353
9,3/21/2015 6:00,1394-01-01 10:30:05,0.693877551,0.202629313,0.313074943,0.725021034,0.228027992,0.726716708,0.226666667,0.002631579,0.832369942,0.019194214,0.045367739,0.030000176,0.913604227,0.493472585,0.227467103,0.883232495,0.877040871,0.222801154,0.458738538,0.22962963,1,0.028571429,0.053000062,0.096719877,0.077110475,0.072640008
10,3/21/2015 7:00,1394-01-01 11:30:05,0.771428571,0.240302218,0.305506715,0.666597002,0.195137698,0.755629691,0.193939394,0.010526316,0.76300578,0.017385341,0.044282909,0.029898408,0.917039333,0.558746736,0.248772801,0.887046888,0.853982421,0.119481709,0.412614615,0.120740741,1,0.028571429,0.044563001,0.079926116,0.073076875,0.06369766
11,3/21/2015 8:00,1394-01-01 12:30:08,0.771428571,0.318726867,0.30318783,0.539865421,0.104192177,0.810675563,0.118181818,0.028947368,0.757225434,0.017302358,0.047371899,0.037905387,0.935911166,0.689295039,0.257820018,0.885290384,0.838732601,0.230410695,0.232564601,0.257037037,1,0.028571429,0.050266302,0.079072009,0.076736431,0.082028397
12,3/21/2015 9:00,1394-01-01 13:30:08,0.795918367,0.280081108,0.286853706,0.51187969,0.148993328,0.039477342,0.161818182,0.039473684,0.74566474,0.018419187,0.047785911,0.050929637,0.958755665,0.689295039,0.271324619,0.885389275,0.836867408,0.189432718,0.160600167,0.175555556,1,0.028571429,0.03573916,0.070275,0.078292019,0.076777004
13,3/21/2015 10:00,1394-01-01 14:30:06,0.771428571,0.257168736,0.283209744,0.557335291,0.265675208,0.999165972,0.280606061,0.031578947,0.751445087,0.01776584,0.044745999,0.04697276,0.972474144,0.574412533,0.287070075,0.884028338,0.814588608,0.329948262,0.214504029,0.311851852,1,0.028571429,0.034060455,0.067975272,0.064271359,0.097463571
14,3/21/2015 11:00,1394-01-01 15:30:11,0.742857143,0.258354052,0.277705578,0.613471092,0.261504553,0.003892132,0.237575758,0.023684211,0.757225434,0.01905197,0.043615346,0.041189736,0.964775783,0.770234987,0.283450647,0.881598428,0.820737218,0.39943226,0.179494304,0.365925926,1,0.028571429,0.043248151,0.057019783,0.046258168,0.110875814
15,3/21/2015 12:00,1394-01-01 16:30:06,0.718367347,0.268500054,0.280151874,0.609232237,0.231953752,0.028356964,0.215757576,0.026315789,0.757225434,0.014730834,0.03770488,0.045192294,0.97032057,0.574412533,0.276884859,0.879785415,0.829868271,0.446133419,0.186718533,0.420740741,1,0.028571429,0.05278203,0.0940704,0.01532382,0.20481945
16,3/21/2015 13:00,1394-01-01 17:30:05,0.718367347,0.276592255,0.272328823,0.612031346,0.187375233,0.058659994,0.193939394,0.021052632,0.76300578,0.015485077,0.038711999,0.046032151,0.978960703,0.720626632,0.277406554,0.876018113,0.835263342,0.547621446,0.211725479,0.542962963,1,0.028571429,0.063121246,0.132881104,0.013714646,0.236705332
17,3/21/2015 14:00,1394-01-01 18:30:05,0.616326531,0.242695214,0.263460999,0.618913903,0.243315448,0.195996664,0.226666667,0.026315789,0.757225434,0.01772826,0.03874071,0.045556178,0.985683954,0.639686684,0.267761956,0.874233354,0.847843137,0.540607115,0.216171159,0.556296296,1,0.028571429,0.112471896,0.21087834,0.0212196,0.240086282
18,3/21/2015 15:00,1394-01-01 19:30:05,0.514285714,0.225180127,0.256249522,0.644389903,0.296725071,0.215457326,0.26969697,0.021052632,0.76300578,0.015955349,0.04277895,0.050321655,0.011445065,0.540469974,0.260744753,0.874845541,0.85566296,0.287083925,0.247290914,0.325185185,1,0.028571429,0.124745007,0.249325692,0.029903788,0.221144707
19,3/21/2015 16:00,1394-01-01 20:30:08,0.53877551,0.231505537,0.255000892,0.669942714,0.369436962,0.161245482,0.345454545,0.018421053,0.76300578,0.017833737,0.036586981,0.0275361,0.051481364,0.475195822,0.258879626,0.876300661,0.858890676,0.128016116,0.964990275,0.134814815,1,0.028571429,0.122252018,0.214316084,0.041131322,0.202041169
20,3/21/2015 17:00,1394-01-01 21:30:11,0.514285714,0.236284073,0.269984456,0.695783116,0.315723074,0.185154295,0.302424242,0.015789474,0.76300578,0.025996028,0.066392654,0.01867463,0.103571162,0.459530026,0.259547288,0.878584587,0.864558066,0.186044595,0.853014726,0.188888889,1,0.028571429,0.152021645,0.267496932,0.056265207,0.225099902
21,3/21/2015 18:00,1394-01-01 22:30:06,0.514285714,0.23510994,0.257523635,0.724363681,0.288806762,0.150959133,0.291515152,0.013157895,0.76300578,0.028061537,0.079477092,0.023716139,0.115910487,0.459530026,0.258947203,0.880430565,0.867571285,0.20173069,0.940816894,0.188888889,1,0.028571429,0.155430134,0.272356924,0.06764883,0.227290073
22,3/21/2015 19:00,1394-01-01 23:30:09,0.514285714,0.233208962,0.240781795,0.758519241,0.351047488,0.17264387,0.334545455,0.015789474,0.76300578,0.035226215,0.092363853,0.02171302,0.141076523,0.44386423,0.255027734,0.878655224,0.878475205,0.117320636,0.181161434,0.134814815,1,0.028571429,0.141456337,0.280333855,0.071689989,0.226001906
23,3/21/2015 20:00,1394-01-02 00:30:10,0.489795918,0.235203125,0.243916112,0.779356259,0.299040452,0.158465388,0.280606061,0.018421053,0.76300578,0.035587912,0.09365851,0.025695614,0.148168455,0.44386423,0.253657271,0.878080711,0.887488751,0.112504006,0.13503751,0.120740741,1,0.028571429,0.127179376,0.238108254,0.063641324,0.210122413
24,3/21/2015 21:00,1394-01-02 01:30:08,0.489795918,0.232049739,0.235073771,0.774672619,0.335737768,0.13205449,0.313333333,0.015789474,0.76300578,0.035614884,0.112450174,0.027682787,0.134620329,0.44386423,0.255187216,0.87889539,0.901411485,0.06340369,0.924423451,0.202962963,1,0.028571429,0.123048721,0.213596685,0.064427544,0.219094325
25,3/21/2015 22:00,1394-01-02 02:30:08,0.489795918,0.228680162,0.252885865,0.767068402,0.331389006,0.134556575,0.313333333,0.013157895,0.768786127,0.041772146,0.116064454,0.032345566,0.126314539,0.409921671,0.251475883,0.880581257,0.908533725,0.185092258,0.797721589,0.202962963,1,0.028571429,0.08516812,0.141776328,0.055442397,0.19866522
26,3/21/2015 23:00,1394-01-02 03:30:11,0.489795918,0.231065703,0.262390745,0.733509461,0.343819341,0.096747289,0.324242424,0.013157895,0.76300578,0.058491552,0.132247461,0.036297663,0.115987829,0.44386423,0.244410025,0.879342757,0.915922688,0.407957511,0.787718811,0.393333333,1,0.028571429,0.07654913,0.153316427,0.048985863,0.171064431
27,3/22/2015 0:00,1394-01-02 04:30:05,0.489795918,0.222492666,0.256147593,0.722363041,0.319537517,0.083124826,0.313333333,0.013157895,0.76300578,0.057658313,0.156687143,0.042364503,0.101634362,0.44386423,0.245983219,0.881593719,0.923260358,0.42891809,0.725201445,0.434074074,1,0.028571429,0.099873917,0.181294039,0.03335314,0.02669225
28,3/22/2015 1:00,1394-01-02 05:30:09,0.489795918,0.217192293,0.257982315,0.706679456,0.329607944,0.124826244,0.313333333,0.015789474,0.76300578,0.072482357,0.185045623,0.047891713,0.084929299,0.44386423,0.248629537,0.880769622,0.921590077,0.489180898,0.732147819,0.502222222,1,0.028571429,0.134909172,0.192369381,0.026607781,0.897343637
29,3/22/2015 2:00,1394-01-02 06:30:09,0.489795918,0.214955849,0.255841806,0.687668022,0.400976616,0.157075341,0.389090909,0.010526316,0.76300578,0.071011747,0.170267633,0.051266155,0.062665393,0.44386423,0.25010542,0.883034712,0.918576858,0.446261618,0.739649903,0.420740741,1,0.028571429,0.111151981,0.175380198,0.02878623,0.863916182
30,3/22/2015 3:00,1394-01-02 07:30:11,0.489795918,0.208753443,0.285350254,0.712459876,0.22191301,0.165415624,0.215757576,0.010526316,0.76300578,0.078253422,0.187721992,0.05607469,0.053670915,0.44386423,0.258793128,0.88352917,0.902292789,0.549791676,0.734370659,0.542962963,1,0.028571429,0.0865317,0.166041773,0.021275161,0.814882118
31,3/22/2015 4:00,1394-01-02 08:30:08,0.514285714,0.214545834,0.312183064,0.724708434,0.197675713,0.028912983,0.193939394,0.010526316,0.76300578,0.07036397,0.184229934,0.066602296,0.027023212,0.44386423,0.245723723,0.885511713,0.914667413,0.421546632,0.776882467,0.406666667,1,0.028571429,0.105502846,0.196005736,0.031015569,0.812458659
32,3/22/2015 5:00,1394-01-02 09:30:10,0.563265306,0.211880738,0.301480519,0.717922336,0.299589613,0.077564637,0.280606061,0.013157895,0.76300578,0.067758786,0.192395802,0.078608448,0.014616758,0.44386423,0.257692973,0.886660739,0.907672938,0.256380202,0.828285635,0.284444444,1,0.028571429,0.075882647,0.13333803,0.030119818,0.90120111
33,3/22/2015 6:00,1394-01-02 10:30:10,0.563265306,0.214463831,0.301174732,0.711948998,0.17976861,0.057825966,0.161818182,0.013157895,0.76300578,0.077747746,0.191002176,0.075077252,0.996537668,0.509138381,0.254700661,0.888874029,0.913913875,0.365093173,0.870241734,0.352592593,1,0.028571429,0.112851576,0.197955069,0.032589598,0.867372154
34,3/22/2015 7:00,1394-01-02 11:30:09,0.640816327,0.289343715,0.293937772,0.667815248,0.086849077,0.570197387,0.107272727,0.013157895,0.76300578,0.079029889,0.201719225,0.083050561,0.985785077,0.493472585,0.251600225,0.888002841,0.923239841,0.418305023,0.896082245,0.420740741,1,0.028571429,0.133763273,0.189593511,0.034305896,0.900881298
35,3/22/2015 8:00,1394-01-02 12:30:11,0.795918367,0.28002147,0.286496955,0.654377024,0.211894531,0.601334445,0.193939394,0.023684211,0.757225434,0.083352321,0.183207751,0.087256189,0.970304179,0.540469974,0.256514429,0.887272926,0.925258912,0.34178838,0.865240345,0.325185185,1,0.028571429,0.122183229,0.212223646,0.037451882,0.935446572
36,3/22/2015 9:00,1394-01-02 13:30:10,0.795918367,0.290748948,0.266875621,0.626780703,0.2540983,0.731442869,0.26969697,0.026315789,0.76300578,0.085801547,0.203118258,0.096531793,0.962949467,0.590078329,0.25183269,0.885153819,0.92912266,0.464264457,0.840233398,0.461481481,1,0.028571429,0.14581765,0.27051501,0.042502368,0.965862068
37,3/22/2015 10:00,1394-01-02 14:30:10,0.742857143,0.242672849,0.237876819,0.696919194,0.392138092,0.798999166,0.378181818,0.028947368,0.751445087,0.061032717,0.162418173,0.081173023,0.960730053,0.605744125,0.254306011,0.883128894,0.93435919,0.519298567,0.86385107,0.52962963,1,0.028571429,0.174861655,0.321160097,0.049051679,0.93818901
38,3/22/2015 11:00,1394-01-02 15:30:10,0.771428571,0.233779255,0.210152129,0.718540391,0.400471982,0.825410064,0.367272727,0.023684211,0.757225434,0.08583177,0.173818139,0.068540108,0.936192308,0.624020888,0.251997578,0.878066583,0.946053018,0.309024312,0.994720756,0.311851852,1,0.028571429,0.149057854,0.259191768,0.057252917,0.023068984
39,3/22/2015 12:00,1394-01-02 16:30:06,0.693877551,0.222690219,0.188237393,0.734533003,0.366943474,0.872393661,0.345454545,0.023684211,0.757225434,0.068307012,0.174214462,0.059469351,0.927913605,0.639686684,0.25164888,0.872335576,0.949927024,0.252689895,0.053348152,0.22962963,1,0.028571429,0.12336294,0.215758274,0.069228106,0.079504743
40,3/22/2015 13:00,1394-01-02 17:30:11,0.640816327,0.215503778,0.180388859,0.748158786,0.415722332,0.854601056,0.41030303,0.021052632,0.76300578,0.084407298,0.187385875,0.067429505,0.929649077,0.558746736,0.245337183,0.869872703,0.956956937,0.339013781,0.009724924,0.338518519,1,0.028571429,0.132176207,0.232659373,0.074117111,0.09406506
41,3/22/2015 14:00,1394-01-02 18:30:09,0.591836735,0.210352501,0.166602961,0.765734047,0.479677331,0.864053378,0.443030303,0.021052632,0.757225434,0.084814847,0.205886772,0.06195559,0.919222633,0.524804178,0.233659866,0.867475757,0.96470495,0.365798269,0.949430397,0.338518519,1,0.028571429,0.119483816,0.210020236,0.07207968,0.077636607
42,3/22/2015 15:00,1394-01-02 19:30:08,0.53877551,0.203494072,0.176158805,0.757279559,0.555454134,0.859605227,0.551515152,0.018421053,0.76300578,0.094048937,0.225667708,0.060276808,0.908873975,0.493472585,0.23662785,0.869896249,0.966026439,0.465931047,0.849124757,0.474814815,1,0.028571429,0.136154419,0.23682237,0.069761416,0.04849922
43,3/22/2015 16:00,1394-01-02 20:30:06,0.53877551,0.205637331,0.20235456,0.730092297,0.641961841,0.823742007,0.636363636,0.015789474,0.76300578,0.117651089,0.293051223,0.059901334,0.880363009,0.459530026,0.228897034,0.874803159,0.969957334,0.709940021,0.777993887,0.651851852,1,0.028571429,0.15727313,0.293022184,0.041411145,0.913677118
44,3/22/2015 17:00,1394-01-02 21:30:10,0.514285714,0.174178014,0.207272635,0.793969858,0.588329586,0.802335279,0.624242424,0.015789474,0.768786127,0.141190764,0.340396892,0.068581728,0.855171581,0.44386423,0.228713225,0.875966313,0.970874076,0.538015659,0.774381773,0.515555556,1,0.028571429,0.188111882,0.360626661,0.05415941,0.852081466
45,3/22/2015 18:00,1394-01-02 22:30:10,0.514285714,0.184007186,0.217083301,0.741083311,0.63538675,0.745343342,0.605454545,0.015789474,0.768786127,0.145705033,0.379599053,0.073935942,0.839408707,0.44386423,0.225458713,0.877854673,0.96735912,0.678412161,0.849958322,0.651851852,1,0.028571429,0.198101551,0.396088391,0.051017516,0.860816144
46,3/22/2015 19:00,1394-01-02 23:30:09,0.514285714,0.197772501,0.215172133,0.698780503,0.638971139,0.713372255,0.612121212,0.013157895,0.768786127,0.14774252,0.339807958,0.078224896,0.828104665,0.44386423,0.219252435,0.878160766,0.96212259,0.530222975,0.810780772,0.502222222,1,0.028571429,0.270257252,0.461627275,0.066676479,0.925518225
47,3/22/2015 20:00,1394-01-03 00:30:06,0.514285714,0.198171334,0.200978518,0.684618834,0.580863964,0.722546567,0.551515152,0.013157895,0.768786127,0.132811814,0.342296492,0.088184025,0.813861683,0.44386423,0.217311622,0.876639718,0.951217738,0.3999359,0.803278689,0.393333333,1,0.028571429,0.254384739,0.469522865,0.081480325,0.95528465
48,3/22/2015 21:00,1394-01-03 01:30:06,0.489795918,0.181248905,0.178987335,0.748491036,0.590318439,0.644981929,0.605454545,0.013157895,0.768786127,0.150671804,0.358105852,0.076881912,0.787063686,0.44386423,0.215738428,0.874704267,0.93173393,0.407939197,0.794665185,0.406666667,1,0.028571429,0.255776974,0.430019485,0.077954277,0.961998204
49,3/22/2015 22:00,1394-01-03 02:30:10,0.489795918,0.19140609,0.173457687,0.713420897,0.701998501,0.739505143,0.733333333,0.013157895,0.774566474,0.146968822,0.397234789,0.085233402,0.788076577,0.425587467,0.203901629,0.873997898,0.930677298,0.49059109,0.742984162,0.474814815,1,0.028571429,0.274829757,0.453782146,0.100205544,0.957118499
50,3/22/2015 23:00,1394-01-03 03:30:05,0.489795918,0.189501385,0.193512219,0.713301216,0.703623721,0.747289408,0.678787879,0.013157895,0.768786127,0.180541428,0.421086613,0.090797749,0.783326601,0.44386423,0.203939473,0.8754954,0.940189783,0.350350259,0.710197277,0.352592593,1,0.028571429,0.308010831,0.568655931,0.119753284,0.957985687
51,3/23/2015 0:00,1394-01-03 04:30:10,0.489795918,0.190209592,0.213541269,0.701225928,0.649175145,0.681679177,0.648484848,0.010526316,0.768786127,0.229314972,0.504598179,0.109371373,0.808558312,0.44386423,0.20655065,0.872227266,0.94392017,0.622865253,0.837176994,0.611111111,1,0.028571429,0.430692957,0.597171932,0.118501832,0.958252984
52,3/23/2015 1:00,1394-01-03 05:30:05,0.436734694,0.174580573,0.23109854,0.755587947,0.61112719,0.663886572,0.583636364,0.007894737,0.774566474,0.190246645,0.480400448,0.118836849,0.813182996,0.44386423,0.198927957,0.875368254,0.938821664,0.522650062,0.742706307,0.556296296,1,0.028571429,0.387121237,0.631021765,0.140399806,0.964815941
53,3/23/2015 2:00,1394-01-03 06:30:11,0.46122449,0.178949095,0.232652957,0.713980004,0.64507128,0.718098415,0.594545455,0.010526316,0.774566474,0.205127487,0.474332119,0.119280126,0.820283512,0.425587467,0.198033237,0.876267697,0.94484344,0.379707889,0.662961934,0.393333333,1,0.028571429,0.440975825,0.721992812,0.150451718,0.973119664
54,3/23/2015 3:00,1394-01-03 07:30:11,0.489795918,0.167662506,0.255179268,0.731265887,0.579594957,0.641367807,0.572727273,0.007894737,0.774566474,0.206752939,0.407871818,0.104244043,0.815544927,0.44386423,0.213305654,0.877011739,0.931387937,0.448624147,0.768546819,0.474814815,1,0.028571429,0.470037873,0.678455855,0.151357627,0.971082147
55,3/23/2015 4:00,1394-01-03 08:30:09,0.489795918,0.165675798,0.263843233,0.746729758,0.527543395,0.685571309,0.52969697,0.007894737,0.774566474,0.17663264,0.428817552,0.114145816,0.823298016,0.44386423,0.216843989,0.881033333,0.900212166,0.448386063,0.779938872,0.447407407,1,0.028571429,0.503022988,0.745218981,0.149142684,0.968714259
56,3/23/2015 5:00,1394-01-03 09:30:05,0.591836735,0.196281539,0.283591978,0.639259692,0.549851207,0.747567417,0.507878788,0.010526316,0.768786127,0.171523472,0.380940163,0.100571911,0.825789128,0.459530026,0.229088953,0.884649942,0.876586697,0.427791768,0.82800778,0.420740741,1,0.028571429,0.443664164,0.713408543,0.164060635,0.965186323
57,3/23/2015 6:00,1394-01-03 10:30:08,0.616326531,0.20293496,0.303442652,0.637014331,0.483350773,0.754795663,0.464848485,0.010526316,0.774566474,0.162980707,0.361352862,0.111705173,0.83395393,0.524804178,0.23260296,0.887371818,0.856739176,0.406263449,0.695470964,0.406666667,1,0.028571429,0.420062353,0.672005845,0.153721438,0.95828855
58,3/23/2015 7:00,1394-01-03 11:30:09,0.718367347,0.206744371,0.31315139,0.600281161,0.467417682,0.79677509,0.443030303,0.010526316,0.774566474,0.15405486,0.341367426,0.110327886,0.837526552,0.704960836,0.245520992,0.890946045,0.846838731,0.501900096,0.751319811,0.474814815,1,0.028571429,0.421154733,0.714121847,0.155860793,0.962758418
59,3/23/2015 8:00,1394-01-03 12:30:10,0.844897959,0.217870681,0.323140433,0.556679724,0.449681264,0.847372811,0.432121212,0.010526316,0.774566474,0.185514125,0.438934933,0.122665862,0.847529059,0.590078329,0.24906203,0.893686756,0.832490732,0.455464493,0.811058627,0.488888889,1,0.028571429,0.447416228,0.72062272,0.159805468,0.965490575
60,3/23/2015 9:00,1394-01-03 13:30:09,0.873469388,0.210594782,0.325510282,0.558228434,0.564893767,0.88323603,0.540606061,0.010526316,0.768786127,0.188969057,0.442457251,0.101414517,0.843248858,0.590078329,0.23803886,0.894783983,0.82880138,0.467661737,0.886079467,0.461481481,1,0.028571429,0.368665574,0.570185881,0.147728836,0.967255516
61,3/23/2015 10:00,1394-01-03 14:30:09,0.820408163,0.213397793,0.339270698,0.536957349,0.477280317,0.846538782,0.453939394,0.013157895,0.768786127,0.182810965,0.392982078,0.101099402,0.853365545,0.639686684,0.226637257,0.895528025,0.818889744,0.492092853,0.904973604,0.488888889,1,0.028571429,0.37490059,0.628617443,0.156952256,0.97433584
62,3/23/2015 11:00,1394-01-03 15:30:08,0.795918367,0.204452015,0.3388375,0.504548775,0.473517822,0.849596886,0.486666667,0.010526316,0.774566474,0.202704717,0.427476966,0.113732021,0.8571368,0.558746736,0.215184296,0.895749354,0.825710755,0.410393297,0.893025841,0.447407407,1,0.028571429,0.434011692,0.675137196,0.171304592,0.967188552
63,3/23/2015 12:00,1394-01-03 16:30:11,0.795918367,0.209286462,0.36373366,0.520191275,0.455239664,0.823463998,0.443030303,0.013157895,0.768786127,0.192616672,0.439003957,0.119621846,0.849314259,0.590078329,0.204055705,0.900260697,0.845055606,0.361796621,0.695470964,0.393333333,1,0.028571429,0.412079048,0.674182491,0.183159898,0.965929032
64,3/23/2015 13:00,1394-01-03 17:30:08,0.693877551,0.196054167,0.388222103,0.512485241,0.423009848,0.729496803,0.41030303,0.013157895,0.774566474,0.195605895,0.456985075,0.11627532,0.850317427,0.590078329,0.210351184,0.901310832,0.861509408,0.230712879,0.616560156,0.257037037,1,0.028571429,0.536077797,0.747370196,0.183898839,0.958738121
65,3/23/2015 14:00,1394-01-03 18:30:11,0.640816327,0.188118517,0.417450246,0.506092126,0.466015095,0.80733945,0.486666667,0.010526316,0.774566474,0.202711236,0.395614171,0.124942645,0.852711583,0.605744125,0.228180717,0.904932151,0.828186799,0.287963005,0.781050292,0.284444444,1,0.028571429,0.52335043,0.765762693,0.186790952,0.96527218
66,3/23/2015 15:00,1394-01-03 19:30:06,0.563265306,0.185334143,0.433045384,0.515214685,0.462542022,0.735056992,0.432121212,0.013157895,0.774566474,0.210185182,0.38853253,0.132441927,0.853742532,0.540469974,0.22416664,0.90881718,0.830626472,0.320818644,0.831619894,0.338518519,1,0.028571429,0.482878933,0.780370684,0.205560417,0.964436667
67,3/23/2015 16:00,1394-01-03 20:30:08,0.53877551,0.186948111,0.449761741,0.5125817,0.486712529,0.719210453,0.453939394,0.013157895,0.774566474,0.177831241,0.405283291,0.134441409,0.863536127,0.493472585,0.2235179,0.911435455,0.826601385,0.226271691,0.795776605,0.22962963,1,0.028571429,0.532347547,0.786450115,0.183730088,0.971355557
68,3/23/2015 17:00,1394-01-03 21:30:11,0.53877551,0.171147631,0.478403792,0.664122996,0.505732796,0.664164582,0.475757576,0.013157895,0.774566474,0.176865282,0.34496008,0.125868027,0.850716916,0.44386423,0.225072172,0.916822696,0.824836912,0.175568884,0.75798833,0.202962963,1,0.028571429,0.600028168,0.802856503,0.179938853,0.971759004
